#,Price,Size,Beam (throw vs. flood),Max Throw (yards),Lumen,Brand,Product,Link,,,
38,$445.00,Medium-Tactical,,716,6000,Nitecore,TM28,https://www.amazon.ca/NITECORE-Monster-QuadRay-Rechargeable-Flashlight/dp/B01MS695TL/ref=sr_1_29?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-29,,,https://www.amazon.ca/Nitecore-Flashlight-Searchlight-LumenTac-Diffuser/dp/B00OYKXTDW/ref=sr_1_35?dchild=1&keywords=led+flashlight+nitecore&qid=1603758301&sr=8-35
39,$100.00,Medium-Tactical,,350,1000,Nitecore,P12GT,https://www.amazon.ca/Nitecore-P12Gt-Flashlight-Andrew-Amanda/dp/B017OBIY96/ref=sr_1_32?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-32,,,
40,$93.00,Medium-EDC,,270,920,Nitecore,MT10C,https://www.amazon.ca/Bundle-items-Flashlight-High-Capacity-Rechargeable/dp/B013KE11ZA/ref=sr_1_35?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-35,,,
41,$320.00,Medium-Tactical,,293,9500,Nitecore,TM9K,https://www.amazon.ca/NITECORE-TM9K-Rechargeable-Flashlight-LumenTac/dp/B0825F4PS8/ref=sr_1_38?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-38,,,
42,$111.00,Medium-Tactical,,339,860,Nitecore,MH25,https://www.amazon.ca/NiteCore-Rechargeable-Flashlight-Battery-Charging/dp/B00GZA1V02/ref=sr_1_40?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-40,,,
43,$89.00,Small-Keychain,,100,700,Nitecore,TIP,https://www.amazon.ca/Nitecore-SE-Rechargeable-Keychain-Flashlight/dp/B07DQMXLCX/ref=sr_1_41?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-41,,,
44,$99.00,Small-Keychain,,100,720,Nitecore,TIP 2,https://www.amazon.ca/NITECORE-TIP2-Rechargeable-Flashlight-Micro-USB/dp/B07R5VWWQB/ref=sr_1_42?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-42,,,
45,$93.00,Medium-EDC,,194,1000,Nitecore,NM01,https://www.amazon.ca/NITECORE-NM01-Rechargeable-Flashlight-LumenTac/dp/B07VPWSP1L/ref=sr_1_47?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-47,,,
46,$110.00,Medium-EDC,,230,4400,Nitecore,E4K,https://www.amazon.ca/Nitecore-Flashlight-rechargeable-EdisonBright-carrying/dp/B0841RSDCR/ref=sr_1_52_sspa?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-52-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUEyOTdHWTVLVDc1WUM1JmVuY3J5cHRlZElkPUEwNzc4NTI5MUhSOUcxMkoxODZRVCZlbmNyeXB0ZWRBZElkPUEwMzcyNTMyMlpNMVhUMVRaUFNENyZ3aWRnZXROYW1lPXNwX2F0Zl9uZXh0JmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==,,,
47,$65.00,Small-Keychain,,81,360,Nitecore,TIP 360,https://www.amazon.ca/Nitecore-TIP-2017-Rechargeable-Flashlight/dp/B06XXLK75C/ref=sr_1_53?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-53,,,
48,$130.00,Medium-EDC,,63,180,Nitecore,MT06MD,https://www.amazon.ca/Nitecore-MT06MD-Flashlight-Batteries-Organizer/dp/B074X8YXT7/ref=sr_1_58?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-58,,,
49,$104.00,Medium-Tactical,,174,360,Nitecore,MT20A,https://www.amazon.ca/NITECORE-Lumens-Flashlight-Penlight-Keychain/dp/B077Y63ZHB/ref=sr_1_64?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-64,,,
50,$99.00,Medium-Tactical,,494,1000,Nitecore,MH25GT,https://www.amazon.ca/Nitecore-Industrial-MH25GT-Rechargeable-Flashlight/dp/B01LYJI0CZ/ref=sr_1_65?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-65,,,
51,$329.00,Medium-Tactical,,293,9500,Nitecore,TM9K,https://www.amazon.ca/NITECORE-TM9K-Rechargeable-Flashlight-LumenTac/dp/B0825F96G8/ref=sr_1_74?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-74,,,
52,$28.00,Small-Keychain,,26,45,Nitecore,TUBE,https://www.amazon.ca/Nitecore-Tube-Lumens-Flashlight-Blue/dp/B00OH5MIPO/ref=sr_1_76?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-76,,,
53,$161.00,Medium-EDC,,160,2700,Nitecore,NM02,https://www.amazon.ca/NITECORE-NM02-Rechargeable-Flashlight-LumenTac/dp/B081SBLQZD/ref=sr_1_78?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-78,,,
54,$54.00,Medium-EDC,,125,280,Nitecore,MT1C,https://www.amazon.ca/NiteCore-CREE-Multitask-Flashlight-Black/dp/B00937YE6C/ref=sr_1_84?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-84,,,
55,$60.00,Medium-EDC,,166,345,Nitecore,MT2A,https://www.amazon.ca/NiteCore-Multitask-Flashlight-Black-140-Lumen/dp/B0093804JM/ref=sr_1_85?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-85,,,
56,$60.00,Medium-EDC,,166,345,Nitecore,MT1A,https://www.amazon.ca/Nitecore-MT2A-Lumen-Multi-Task-Flashlight/dp/B00937X7G0/ref=sr_1_90?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-90,,,
57,$109.00,Medium-EDC,,253,1000,Nitecore,MH10,https://www.amazon.ca/NiteCore-Rechargeable-Flashlight-Waterproof-Searchlight/dp/B00SRDTBF2/ref=sr_1_98?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-98,,,
58,$49.00,Medium-EDC,,63,180,Nitecore,MT06MD,https://www.amazon.ca/NiteCore-MT06MD-Nichia-2Xaaa-Penlight/dp/B06XKDKJ1W/ref=sr_1_100?dchild=1&keywords=nitecore+flashlight&qid=1605169811&sr=8-100,,,
59,$75.00,Medium-Headlamp ?,,177,1000,Nitecore,No-HC30,https://www.amazon.ca/Nitecore-NITEU-No-HC30-1000-Lumen-Flashlight/dp/B00CXCZ2JW/ref=sr_1_104?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-104,,,
60,$133.00,Medium-EDC,,366,1020,Nitecore,EA41,https://www.amazon.ca/Nitecore-Flashlight-Searchlight-LumenTac-Diffuser/dp/B00OYKXTDW/ref=sr_1_106?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-106,,,
61,$136.00,Medium-Headlamp,,128,1000,Nitecore,HC60,https://www.amazon.ca/Nitecore-HC60-Rechargeable-Headlamp-included/dp/B01JGYRBA2/ref=sr_1_121?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-121,,,
62,$133.00,Medium-EDC,,253,1000,Nitecore,MH10,https://www.amazon.ca/MH10-Rechargeable-Flashlight-rechargeable-EdisonBright/dp/B00T922CFQ/ref=sr_1_131?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-131,,,
63,$108.00,Medium-Tactical,,505,1000,Nitecore,MH27,https://www.amazon.ca/Nitecore-NITEU-No-MH27-1000-Lumen-Flashlight/dp/B0189ITCVC/ref=sr_1_137?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-137,,,
64,$85.00,Medium-EDC,,211,800,Nitecore,NITEU No-P10,https://www.amazon.ca/Nitecore-No-P10-XM-L2-800-Lumen-Flashlight/dp/B00M94WSVY/ref=sr_1_141?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-141,,,
65,$102.00,Medium-EDC,,166,345,Nitecore,MT2A 345,https://www.amazon.ca/Nitecore-MT2A-Flashlight-Premium-Holster/dp/B00NQNZWIS/ref=sr_1_145?dchild=1&keywords=nitecore+flashlight&qid=1605169938&sr=8-145,,,
66,$104.00,Medium-Headlamp,,120,1000,Nitecore,HC65,https://www.amazon.ca/NITECORE-HC65-Lumen-Rechargeable-Headlamp/dp/B078LMRDLZ/ref=sr_1_150?dchild=1&keywords=nitecore+flashlight&qid=1605170057&sr=8-150,,,
67,$307.00,Medium-EDC,,322,1800,Nitecore,MH23,https://www.amazon.ca/NITECORE-Rechargeable-Flashlight-Performance-Organizer/dp/B078T2H52V/ref=sr_1_173?dchild=1&keywords=nitecore+flashlight&qid=1605170057&sr=8-173,,,
68,$93.00,Medium-EDC,,320,1000,Nitecore,NITEU No-P12GT,https://www.amazon.ca/Nitecore-NITEU-No-P12GT-1000-Lumen-Flashlight/dp/B017MOG9D8/ref=sr_1_178?dchild=1&keywords=nitecore+flashlight&qid=1605170057&sr=8-178,,,
69,$181.00,Medium-Tactical???,,494,1000,Nitecore,MH25,https://www.amazon.ca/Nitecore-Rechargeable-Flashlight-Charger-LumenTac/dp/B00NLL7PDA/ref=sr_1_197?dchild=1&keywords=nitecore+flashlight&qid=1605170057&sr=8-197,,,
70,$97.00,?,,253,1000,Nitecore,No-MH10,https://www.amazon.ca/Nitecore-NITEU-No-MH10-1000-Lumen-Flashlight/dp/B00SNWGV96/ref=sr_1_203?dchild=1&keywords=nitecore+flashlight&qid=1605170130&sr=8-203,,,
71,$122.00,Medium-EDC,,366,1020,Nitecore,EA41,https://www.amazon.ca/Nitecore-EA41-Explorer-960-Lumen-Flashlight/dp/B00LG6NWR0/ref=sr_1_205?dchild=1&keywords=nitecore+flashlight&qid=1605170130&sr=8-205,,,
72,$216.00,Medium-EDC,,392,4000,Nitecore,TM06S,https://www.amazon.ca/Nitecore-NITEU-No-TM06S-4000-Lumen-Flashlight/dp/B017MO9DEK/ref=sr_1_221?dchild=1&keywords=nitecore+flashlight&qid=1605170130&sr=8-221,,,
73,$195.00,Medium-EDC,,278,1800,Nitecore,EC23,https://www.amazon.ca/NITECORE-Performance-Flashlight-Rechargeable-Organizer/dp/B0757X8PQS/ref=sr_1_229?dchild=1&keywords=nitecore+flashlight&qid=1605170130&sr=8-229,,,
74,$56.00,Medium-Headlamp,,88,360,Nitecore,NU25,https://www.amazon.ca/NITECORE-NU25-Rechargeable-Headlamp-Black/dp/B078PH9DCB/ref=sr_1_258?dchild=1&keywords=nitecore+flashlight&qid=1605170188&sr=8-258,,,
75,$63.00,Medium-Headlamp,,136,550,Nitecore,NU32,https://www.amazon.ca/NITECORE-NU32-Lumen-Rechargeable-Headlamp/dp/B07K1XQ8M2/ref=sr_1_272?dchild=1&keywords=nitecore+flashlight&qid=1605170188&sr=8-272,,,
76,$90.00,Medium-Tactical,,877,1400,Acebeam,L17,https://www.amazon.ca/ACEBEAM-L17-Tactical-Recharging-Flashlight/dp/B08DCSF6ZX/ref=sr_1_2?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-2,,,
77,$73.00,Medium-Tactical,,600,760,Acebeam,E10,https://www.amazon.ca/ACEBEAM-Flashlight-Tactical-Rechargeable-Battery/dp/B086PW9TTP/ref=sr_1_3?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-3,,,
78,$148.00,Medium-Tactical,,408,4000,Acebeam,L30 Gen II,https://www.amazon.ca/ACEBEAM-Tactical-Flashlight-Battery-Flashlights/dp/B075TYB67V/ref=sr_1_37?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-37,,,
79,$369.00,?,,637,18000,Acebeam,X45,https://www.amazon.ca/X45-Flashlight-Flashlights-Included-Batteries/dp/B06XRF2C81/ref=sr_1_7?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-7,,,
80,$51.00,Medium-EDC,,78,400,Acebeam,PT10-GT,https://www.amazon.ca/ACEBEAM-PT10-GT-Produces-Flashlight-Rechargeable/dp/B07YXRYCH7/ref=sr_1_5?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-5,,,
81,$176.00,Medium-Headlamp,,227,4000,Acebeam,H30,https://www.amazon.ca/ACEBEAM-Headlamp-Rechargeable-Headlight-Function/dp/B07HFCRDMW/ref=sr_1_10?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-10,,,
82,$255.00,Medium-Tactical,,659,2000,Acebeam,L16,https://www.amazon.ca/ACEBEAM-Flashlight-Micro-USB-Rechargeable-Waterproof/dp/B07TNRBN63/ref=sr_1_24?dchild=1&keywords=acebeam+flashlight&qid=1605179548&s=hi&sr=1-24,,,
83,$358.43,?,,1421,3500,Acebeam,K70,https://www.amazon.ca/K70-Throwing-Brightness-Searching-Securing/dp/B01CUCBSLU/ref=sr_1_70?dchild=1&keywords=acebeam&qid=1605180152&refinements=p_89%3AACEBEAM&rnid=7590290011&s=hi&sr=1-70,,,
84,$564.01,?,,363,25000,Acebeam,X80,https://www.amazon.ca/Acebeam-XPE2-R2-Flashlight-Searchlight-Lumens/dp/B074TH86J2/ref=sr_1_44?dchild=1&keywords=acebeam&qid=1605179917&refinements=p_89%3AACEBEAM&rnid=7590290011&s=hi&sr=1-44,,,
85,,,,,,,,,,,
86,,,,,,,,,,,
87,,,,,,,,,,,
88,,,,,,,,,,,
89,,,,,,,,,,,
90,,,,,,,,,,,
