,author_id,verified_purchase,review_title,reviews,country,date,reviewer_name,ratings,people_find_helpful,start_time,end_time,product_name,average_rating,total_reviews,product_category,product_id,meta_data,rank
10,R3TK9NPDRE6LX3,True,Powerful light !!,"I picked one of these up when they were half price. What an incredible deal. This is my most powerful light to date. At 190'ish lumens it pierces the night like a hot knife thru butter ! Smaller than I thought it would be, smaller than a AA Maglite, which pales in comparison to this incredible light. A very high quality light for those who want something a little better.
*****UPDATE*****
After becoming more versed in led technology since I bought this light I will say the look and construction of this light is above par BUT for this price and for a 2xcr123 light you can do much better for practically the same money. How much better ? Between 2x and 4x brighter !! Hint...search Nitecore or Jetbeam here in Amazon.",canada,"November 22, 2012",SAH67,5.0,6,2020-10-27 22:27:04.006021,2020-10-27 22:27:04.255353,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
11,R2Y1GVFVHBX45Z,True,Very nice economy tactical light,Streamlight 88061 ProTac 1L-1AA. Very nice economy tactical light. I use it as an EDC and for work. Its is bright enough for everything I will use it for and can clip into my pocket easily with one hand. Not too bulky in my pocket although I do notice its there. Overall pretty happy with my purchase. This is my second flashlight by this manufacturer and haven't been let down by Streamlight yet.,canada,"February 7, 2018",Wayne A,4.0,0,2020-10-27 22:27:04.281284,2020-10-27 22:27:04.872703,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
12,R3522RSYE6R9CL,True,Powerful light in a very small and sturdy package,"This flashlight is small, sturdy, and very light, but more importantly it packs quite a light!! We did some testing and you can clearly see in someone's car or home from across the street as if they had their own lights on. In a room it's almost as bright as a lamp. I would say that you can get up to about 100 yards of light but after that it starts to become harder.

It's a bit more expensive but the quality and both the build and the brightness of the light make it worth it. I would definitely recommend this light. I'm very happy with it.",canada,"September 29, 2014",Stephane Grenier,5.0,1,2020-10-27 22:27:04.932543,2020-10-27 22:27:05.369375,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
13,R2BKW5WR4ZGTT6,True,One of the best flashlights I've seen,"One of the best flashlights I've seen. 2 way clip means you can use it as a headlamp. Uses AA(cheaper, not as bright, for more frequent use) or CR123A(more expensive, very bright) which is nice. Ten tap system is great for people who don't like having to cycle through modes. Button activation on the butt of the flashlight. Fits well it a pocket. Would recommend.",canada,"June 9, 2018",curtis,5.0,0,2020-10-27 22:27:05.375359,2020-10-27 22:27:05.530944,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
14,R2KJT9NXCN5LBJ,True,Great flashlight. Awesome customer service.,"Bright enough to light up a small dark room. Its small and compact, fits in my pocket and at times I forget its even there. I bought one for myself, my friend had an interest so I bought him one too.

* Updated - June 2016 *

I purchased this flashlight back in January l2013 and I had broken the lens during that time. Dust gets into the head/LED housing, and I was careful not to get it wet. After these years I finally decided to have it repaired or replaced.

I registered my information on Streamlight's website, and regarding my purchase and how it got damaged. I then was entered into their system, and then printed the label and sent it to Pennsylvania. I paid about $20.00 with Canada Post for tracking.

Please be advised their lifetime warranty has caveats, but it appears they are understanding on accidental damages. Repair or replacement is their ultimately their decision.

After three weeks I received my a brand new 88031, and I now use this as my EDC personal flashlight only.

**Here are my opinions after having used this flashlight for three years.**

I had no technical issues with it during this time, but I learned that the lens are not shatter proof. Don't hit it on anything that will directly impact the lens.

It's bright on high it got me through parts of the blackout during the Ice Storm of 2013. I do feel that it gets hot quick though. On low it's not that bright, I use it when I only need a little light or to conserve battery. There is also a strobe option which is good for tactical purposes.

Having only three modes is limited for some people in 2016 when there are other flashlights with more options for the price, some even at a lower cost. I paid $40.00 and couldn't be happier in 2013, but I would not pay its full price now because there are newer flashlight with better specs.

It uses 123 lithium batteries which are generally more expensive and not widely available. I bought a pack of 12 Energizers EL123 from Amazon, definitely worth it for the money.

I also tried using an 18650 battery and it appears to work but doesn't shine as bright. I don't believe it's recommended by Streamlight as it is not indicated.

Overall I am still satisfied wit this purchase, it's definitely my EDC as its compact and light, bright for my uses and something I can use for self defence. I actually brought this with me when I went on vacation in Vietnam and then to a Mexico.

I recommend to get this if it's on sale for about $40.00, however for this price you can also get a Thrunite Archer 2A V3, which has more lumens and uses AA-cell batteries. I'd say it's a personal preference e

Thanks for reading my updated review, and have a great day.",canada,"March 14, 2013",P.J.,5.0,4,2020-10-27 22:27:05.536928,2020-10-27 22:27:06.220101,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
15,R32H0W783FJQXA,True,Dandy little flashlight,"Smaller than I anticipated [probably didn't check dimensions], which is actually a plus. I haven't yet used it in full darkness, but in a dim room it appears to have plenty of light output. The three light functions work as advertised. Included belt holster seems redundant since it has a good integral belt/pocket clip. Good for midnight hikes in bear country, what with the strobe, provided you can get it to work while climbing a tree. Recommend flashlight & seller.",canada,"October 30, 2012",easindowntheroad,5.0,6,2020-10-27 22:27:06.243041,2020-10-27 22:27:06.500352,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
16,RVT0Q3EQBDAUO,True,Best edc-emergency flashlight i have owned to date,"This is a small and compact light you will not even know it's there. In the description it says that you can use cr123 and AA battery. But it's even better! You can use AAA batteries if in need ( at your own discretion, mite void the garantie if something happens?)
Plenty powerful for normal use.
Can recommend in a heard bead",canada,"May 8, 2020",Matthias,5.0,0,2020-10-27 22:27:06.509328,2020-10-27 22:27:06.714778,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
17,R1ZPJ7PKM60GON,True,Great Light!,"Very happy with this out of the box!
The light came highly recommended as it takes either one CR123 or one AA. Good build quality and Streamlight is a very good quality brand. The high/low/strobe setting work as described. The light is also the perfect size for my hand.
This will be part of my edc!",canada,"December 6, 2017",C Y,5.0,2,2020-10-27 22:27:06.720763,2020-10-27 22:27:06.884326,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
18,RF5ZEZLAT4LMO,True,Battery dies too quickly - cuts out after just a few minutes of use,"I bought this in October. While I was impressed with the brightness initially, mine seems to have developed a sort of 'short circuit' defect whereby the Lithium battery seems to be very quickly drained. After only a few minutes, it cuts out. If I open the back and jiggle the connection, I can get a few seconds more light. My other lithium battery flashlights (e.g. O light SR1 Baton) have a much better battery life comparatively speaking. I can't recommend this light and wouldn't buy it again.",canada,"December 15, 2018",Amazon Customer,2.0,0,2020-10-27 22:27:06.888316,2020-10-27 22:27:06.999125,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
19,R1D4ODYHMO3FG7,True,Nice flashlight,"Nice flash light.

I'll pick up a couple more for my sons for Christmas next year.

3 settings - high bright, low bright and flash.

The high bright setting and flash are both extremely dazzling.

I didn't think I would bother with the Low setting, but as the High is so intense, the Low is nice to just get around. And it'll save on battery power as well.

Ordered, shipped and received in short order. I recommend this product and the seller.",canada,"January 3, 2012",Dan,5.0,11,2020-10-27 22:27:07.003115,2020-10-27 22:27:07.125788,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
20,R2ZY7XVCKIBOBX,True,Awesome EDC / backup camp light,dual sided clip works as advertised. waterproof enough to carry everywhere and as a hiking backup. the clip is perfect to attach to a hat if the headlamp dies. the programmable light pattern is great too. button is easy to operate and can turn on with a half press. it accepts 2 battery types for major convenience. definitely one of the best flashlights in its design category.,canada,"November 23, 2017",Bobby Lu,5.0,0,2020-10-27 22:27:12.265447,2020-10-27 22:27:12.390450,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
21,R13OPEBJYEZFQY,True,Bright light if it works!,"The button became an issue the first shift I used it. I started banging it against the dash out of frustration, which magically got it working again. Pretty sure this light will crap out on me when I need the most.

This is the first high priced flash light I have bought that has mechanical problems. I am very disappointed.",canada,"March 24, 2017",Matthew MacInnis,1.0,3,2020-10-27 22:27:12.396755,2020-10-27 22:27:12.521263,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
22,R1BAPUHCBARY8,True,This is a great light to have around if you might not always ...,This is a great light to have around if you might not always have access to CR123s. I have a plethora of AA at work so when I run out of the CR123 power i can throw a AA in. It is dimmer with the 1.5v AA vs the 3v CR123. But gets you out of a pinch for sure.,canada,"May 27, 2018",TV KQ,5.0,0,2020-10-27 22:27:12.527248,2020-10-27 22:27:12.647572,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
23,R12QWAWNDUYLJX,True,Powerful Duty Light with Ten Tap Programming,"Really hunted for an excellent flashlight for duty use. This ProTac HL3 is awesome, both in build and brightness, this light exceeded my expectation and would recommend to anyone in Law Enforcement or Security field. Carry this in a Kydex holster on 2in 5.11 Sierra Bravo duty belt.",canada,"May 16, 2016",Juliet Mike,5.0,1,2020-10-27 22:27:12.652040,2020-10-27 22:27:12.798211,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
24,R3E5UREN3N3FFB,True,ijust got it this week so far it is a great product,light that takes two types of batteries and in a pinch a third the AAA and still works safely there someone that posted a video about that also everything is expensive so if it works as the specs says it works then it is worth the money,canada,"July 11, 2019",Amazon Customer,5.0,0,2020-10-27 22:27:12.802776,2020-10-27 22:27:12.922076,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
25,RFA1YYCEMVDE6,True,Excellent quality. Long lasting battery and quite slender.,"Excellent quality, made of machine milled aluminium. Very bright light, though there is at least one brighter. The trade off being, this one is rated to last considerably longer. Rather expensive, but we are paying for the brand quality and warranty at this point. About the size of a thick pen. Sits in my back pocket comfortable next to my gloves without notice. Brilliant EDC emergency light.",canada,"July 14, 2016",Roo's Mommy,4.0,0,2020-10-27 22:27:12.927593,2020-10-27 22:27:13.061729,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
26,R3NL046NLPJ2XX,True,Nice EDC as it is Compact,"Nice EDC as it is Compact. If you are in a pinch, it is nice to be able to use AA batteries from the TV remote. The flashlight came with one CR123 battery and an AA battery in the packaging. It also comes with a nylon pouch for those that want it on a duty belt. The pocket clip works well. It is ready to go out of the box. Good build quality for the price.",canada,"May 13, 2018",Amazon Customer,5.0,0,2020-10-27 22:27:13.068710,2020-10-27 22:27:13.262043,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
27,R2HQCUYKEOTZ3A,True,Amazing flashlight,"Lots of power in a very small package. The 10 lumen brightness setting can last over 50 hours using two CR123A batteries, and the 10 lumen's is enough for practical flashlight use. The high setting is bright enough that if turned on during a power outtage you'll surprise your family by making them think that the power has returned. The strobe is a nice touch, but sort of impractical. I like that the flashlight can be programmed to different settings (I prefer the low/high). I highly recommend this product.",canada,"January 2, 2014",Quaffer,5.0,0,2020-10-27 22:27:13.267030,2020-10-27 22:27:13.418605,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
28,R3E81HHMCYNZM3,True,"Super tough, super bright",As described. Stream light does it again! Love the brand because it’s always quality workmanship and bright as ever - not a ‘1000 lumen lab only’ - truly a damn bright flashlight. Great service gear quality from these guys always!,canada,"March 22, 2019",Jason W.,5.0,0,2020-10-27 22:27:13.423835,2020-10-27 22:27:13.569485,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
29,RW51UMSC0Z7J7,True,Je lui donnerais 6 étoiles sur 5,Je l’adore pour le travail! La batterie me dure environ 35 jours en éclairage maximale. Elle éteint rapidement lorsque la batterie est faible donc vous devrai penser de la brancher au moins une fois par mois,canada,"April 19, 2020",Guillaume cloutier,5.0,0,2020-10-27 22:27:13.575469,2020-10-27 22:27:13.737037,"Streamlight 88065 Pro Tac HL-X 1,000 Lumen Professional Tactical Flashlight with High/Low/Strobe Dual Fuel use 2X CR123A or 1x 18650 Rechargeable Li-ion Batteries and Holster",4.6,,Tools & Home Improvement,B06VTLLC13,,"#9,282 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)
#83 in Handheld Flashlights"
